MACRO_REGION,REGION,COUNTRY,IWP PROGRAM,YEAR,FAMILY NAME,GIVEN NAME
Asia,Eastern Asia,Japan,Fall Residency,1980,BEN SHOZU,Tsutomu Nakamura 
Asia,Eastern Asia,South Korea,Fall Residency,1980,CHONG,Hyon-Jong
Asia,South-eastern Asia,Indonesia,Fall Residency,1980,ECIP,S. Sinanasari 
The Americas,South America,Uruguay,Fall Residency,1980,ESPINA-VILLAFAN,Eduardo 
Europe,Western Europe,France,Fall Residency,1980,HOCQUARD,Emmanuel
Asia,Western Asia,Israel,Fall Residency,1980,KAHANA-CARMON,Amalia
Europe,Western Europe,Netherlands,Fall Residency,1980,KUYPER,Sjoerd 
Europe,Northern Europe,Finland,Fall Residency,1980,LAINE,Jarkko 
The Americas,Caribbean,Trinidad,Fall Residency,1980,LOVELACE,Earl  
Europe,Western Europe,Belgium,Fall Residency,1980,NOLENS,Leonard 
Asia,Eastern Asia,Japan,Fall Residency,1980,OHBA,Minako 
Asia,Eastern Asia,South Korea,Fall Residency,1980,PARK,Hijin
Asia,Eastern Asia,China,Fall Residency,1980,QING,Ai Qing
Asia,Western Asia,Israel,Fall Residency,1980,REUVENY,Yotam
The Americas,South America,Venezuela,Fall Residency,1980,RODRÍGUEZ,Mariela Arvelo De 
Africa,Western Africa,Nigeria,Fall Residency,1980,ROTIMI,Ola  
The Americas,South America,Brazil,Fall Residency,1980,SANTOS,Liane 
The Americas,Caribbean,Trinidad,Fall Residency,1980,SELVON,Sam  
Asia,South-central Asia,India,Fall Residency,1980,SIRAJ,Syed Mustafa 
Europe,Eastern Europe,Bulgaria,Fall Residency,1980,STEFANOVA,Lilyana
Asia,South-eastern Asia,Indonesia,Fall Residency,1980,TJITRAWASITA,Totilawati 
Asia,Western Asia,Turkey,Fall Residency,1980,TURAN,Güven 
The Americas,South America,Argentina,Fall Residency,1980,VANESCO,Alberto  
The Americas,Central America,Mexico,Fall Residency,1980,VARGAS ESCALANTE,Rafael 
Asia,Eastern Asia,China,Fall Residency,1980,WANG,Meng
Africa,Western Africa,Nigeria,Fall Residency,1980,WILLIAMS,Lari 
Asia,Eastern Asia,Taiwan,Fall Residency,1980,WU,Cheng
Asia,Eastern Asia,Hong Kong,Fall Residency,1980,YEE,Lee
The Americas,South America,Uruguay,Fall Residency,1981,ARBELECHE,Jorge  
Asia,South-eastern Asia,Philippines,Fall Residency,1981,BABST,Arlene  
Asia,Eastern Asia,China,Fall Residency,1981,CHEN,Ming
The Americas,North America,United States,Fall Residency,1981,CORMAN,Cid  
The Americas,Central America,Mexico,Fall Residency,1981,CROSS,Elsa 
Asia,Eastern Asia,China,Fall Residency,1981,DING,Ling
Africa,Northern Africa,Egypt,Fall Residency,1981,ELKADI,Hani 
Asia,South-central Asia,India,Fall Residency,1981,GANGOPADHYAY,Sunil
Europe,Southern Europe,Spain,Fall Residency,1981,GROSSO,Alfonso 
Asia,Western Asia,Palestinian Territories,Fall Residency,1981,HARB,Ahmed   
The Americas,South America,Peru,Fall Residency,1981,HIDALGO,José  
Europe,Northern Europe,Ireland,Fall Residency,1981,HOGAN,Desmond
Asia,Eastern Asia,Taiwan,Fall Residency,1981,LIAO,Wei-Chun
Asia,South-eastern Asia,Indonesia,Fall Residency,1981,NADJIB,Emha Ainum
Africa,Western Africa,Nigeria,Fall Residency,1981,NWAFOR,Ndubisi  
The Americas,South America,Argentina,Fall Residency,1981,ROFFÉ,Reina   
Europe,Eastern Europe,Poland,Fall Residency,1981,SALAMON,Joanna 
Europe,Western Europe,Germany,Fall Residency,1981,SCHULZE,Axel
Africa,Southern Africa,South Africa,Fall Residency,1981,SEPAMLA,Sipho   
Asia,Western Asia,Israel,Fall Residency,1981,SHAMMAS,Anton 
Asia,South-central Asia,India,Fall Residency,1981,SINHA,Kabita
Europe,Southern Europe,Greece,Fall Residency,1981,SKOURTIS,George  
Europe,Eastern Europe,Hungary,Fall Residency,1981,SOMLYÓ,György 
Europe,Southern Europe,Greece,Fall Residency,1981,SOTIROPOULOU,Ersi
Europe,Western Europe,Netherlands,Fall Residency,1981,VAN KERKWIJK,Henk
Europe,Northern Europe,Norway,Fall Residency,1981,VIK,Bjorg  
Asia,South-eastern Asia,Malaysia,Fall Residency,1981,ZAINAL,Baharuddin 
Europe,Eastern Europe,Poland,Fall Residency,1981,ZARZECKI,Krysztof  
Asia,Eastern Asia,Taiwan,Fall Residency,1981,CHIANG,Hsun
Asia,Eastern Asia,Taiwan,Fall Residency,1987,CHIANG,Hsun
Asia,South-eastern Asia,Indonesia,Fall Residency,1982,AGUSTINUS,Linus Suryadi
Asia,Western Asia,Palestinian Territories,Fall Residency,1982,AL KHALILI,Ali Fathallah 
Europe,Western Europe,Netherlands,Fall Residency,1982,BUSSINK,Gerrit 
The Americas,Central America,Guatemala,Fall Residency,1982,CARRERA,Margarita
Asia,Eastern Asia,China,Fall Residency,1982,CHEN,Baichen
Europe,Eastern Europe,Bulgaria,Fall Residency,1982,CHRISTOV,Boris Kirilov 
Europe,Northern Europe,Finland,Fall Residency,1982,JALONEN,Olli 
Europe,Western Europe,Germany,Fall Residency,1982,JENDRYSCHIK,Manfred 
Africa,Eastern Africa,Kenya,Fall Residency,1982,KARIARA,Jonathan 
Europe,Eastern Europe,Czechoslovakia,Fall Residency,1982,KORAN,Jaroslav
Asia,Eastern Asia,Taiwan,Fall Residency,1982,KUAN,Kuan (Kun Yun-Lung)
Europe,Eastern Europe,Hungary,Fall Residency,1982,LENGYEL,Péter
Asia,Eastern Asia,China,Fall Residency,1982,LIU,Binyan
Europe,Southern Europe,Yugoslavia,Fall Residency,1982,LONGINOVIC,Tomislav  
Africa,Northern Africa,Egypt,Fall Residency,1982,MOUSSA,Sabri
Africa,Eastern Africa,Malawi,Fall Residency,1982,MPINA,Edison  
Asia,Eastern Asia,Japan,Fall Residency,1982,NAKAGAMI,Kenji 
Asia,South-eastern Asia,Philippines,Fall Residency,1982,NIEVA,Antonio Maria   
The Americas,South America,Brazil,Fall Residency,1982,NOLL,Jõao Gilberto 
Africa,Western Africa,Nigeria,Fall Residency,1982,NZEWI,Meki Emeka  
Europe,Southern Europe,Greece,Fall Residency,1982,PHOKAS,Nikos
The Americas,South America,Argentina,Fall Residency,1982,PIÑA,Cristina 
Africa,Western Africa,Ghana,Fall Residency,1982,QUARTEY,Rex
The Americas,South America,Colombia,Fall Residency,1982,STEVENSON,José
Asia,South-central Asia,India,Fall Residency,1982,SUBRAMANIAM,Usha
The Americas,Central America,Mexico,Fall Residency,1982,SWANSEY,Bruce 
Europe,Eastern Europe,Romania,Fall Residency,1982,TOMUS,Mircea 
Europe,Eastern Europe,Hungary,Fall Residency,1982,TÓTH,Éva
Africa,Southern Africa,South Africa,Fall Residency,1982,UYS,Pieter-Dirk 
Europe,Western Europe,Belgium,Fall Residency,1982,VAN ALSTEIN,Marc 
Asia,Western Asia,Israel,Fall Residency,1982,WIESELTIER,Meir Marcus
Asia,Western Asia,Turkey,Fall Residency,1983,ADALI,Bilgin 
Asia,South-eastern Asia,Philippines,Fall Residency,1983,ÁGUILA,Reuel Molina   
Europe,Southern Europe,Spain,Fall Residency,1983,ÁLVAREZ,Carlos   
Europe,Northern Europe,Finland,Fall Residency,1983,BACKLÉN,Marianne
Europe,Eastern Europe,Bulgaria,Fall Residency,1983,BELEV,Georgi  
Europe,Eastern Europe,Hungary,Fall Residency,1983,BENEY,Zsuzsa
Asia,Eastern Asia,Taiwan,Fall Residency,1983,CHEN,Ying-Chen
The Americas,South America,Brazil,Fall Residency,1983,COUTINHO,Sonia  
Africa,Northern Africa,Egypt,Fall Residency,1983,DARWISH,Aly
Europe,Eastern Europe,Romania,Fall Residency,1983,FLAMAND,Dinu 
The Americas,Caribbean,Jamaica,Fall Residency,1983,GOODISON,Lorna  
Asia,Eastern Asia,South Korea,Fall Residency,1983,HUH,Se-Wook 
Europe,Northern Europe,Ireland,Fall Residency,1983,KIELY,Kevin
Asia,Western Asia,Israel,Fall Residency,1983,LEVITAS,Yoav 
Asia,Eastern Asia,Taiwan,Fall Residency,1983,LIU,Wu-Hsiung (Chi-Teng Sheng)
Asia,South-eastern Asia,Indonesia,Fall Residency,1983,MASSARDI,Yudistira 
Asia,South-central Asia,India,Fall Residency,1983,MISRA,Soubhagya
Europe,Western Europe,Germany,Fall Residency,1983,NOVAK,Helga M. 
Africa,Western Africa,Ghana,Fall Residency,1983,OKUNOR,Vincent  
Asia,Eastern Asia,Hong Kong,Fall Residency,1983,POON,Yiu Ming
Europe,Eastern Europe,Romania,Fall Residency,1983,POPOVICI,Titus 
Asia,Eastern Asia,China,Fall Residency,1983,RU,Zhijuan  
The Americas,Central America,Mexico,Fall Residency,1983,SEGOVIA,Tomás  
The Americas,South America,Argentina,Fall Residency,1983,STEIMBERG,Alicia   
Europe,Northern Europe,Iceland,Fall Residency,1983,STEINSSON,Gudmundur 
Africa,Southern Africa,South Africa,Fall Residency,1983,THOMAS,Gladys 
Africa,Western Africa,Nigeria,Fall Residency,1983,TUTUOLA,Amos  
Europe,Southern Europe,Yugoslavia,Fall Residency,1983,UGRESIC,Dubravka
Asia,Eastern Asia,China,Fall Residency,1983,WANG,Anyi
Europe,Western Europe,Germany,Fall Residency,1983,WEBER,Hans
Asia,Eastern Asia,China,Fall Residency,1983,WU,Zuguang
Europe,Northern Europe,Sweden,Fall Residency,1984,AGGESTAM,Rolf  
The Americas,Caribbean,Trinidad,Fall Residency,1984,ANTHONY,Michael  
Europe,Western Europe,Germany,Fall Residency,1984,AUGUSTIN,Michael
Europe,Northern Europe,Ireland,Fall Residency,1984,BARRY,Sebastian
Asia,Eastern Asia,Taiwan,Fall Residency,1984,BO,Yang
The Americas,South America,Colombia,Fall Residency,1984,BUITRAGO,Fanny
Europe,Western Europe,France,Fall Residency,1984,CELLY,Jean Jacques
Africa,Eastern Africa,Malawi,Fall Residency,1984,CHIMOMBO,Steve 
Europe,Western Europe,Belgium,Fall Residency,1984,CLEMENS,Eric 
Europe,Western Europe,Germany,Fall Residency,1984,ERPENBECK,John
Europe,Northern Europe,Finland,Fall Residency,1984,FORSBLOM,Harry
The Americas,Caribbean,Jamaica,Fall Residency,1984,GLOUDON,Barbara   
Asia,Western Asia,Israel,Fall Residency,1984,HADDAD,Michel 
Asia,Eastern Asia,Taiwan,Fall Residency,1984,KAO,Hsin-Chiang
Europe,Eastern Europe,Poland,Fall Residency,1984,KRASINSKA,Ewa K. 
Africa,Southern Africa,South Africa,Fall Residency,1984,MATTHEWS,James 
Asia,Western Asia,Israel,Fall Residency,1984,MEGGED,Aharon
Asia,Western Asia,Israel,Fall Residency,1984,MEGGED,Eda Zoritt
Africa,Southern Africa,South Africa,Fall Residency,1984,MUTLOATSE,Mothobi   
Europe,Eastern Europe,Bulgaria,Fall Residency,1984,NIKOLOV,Lyubomir 
Asia,South-eastern Asia,Indonesia,Fall Residency,1984,NOERHADI,Toeti Herati
Africa,Western Africa,Nigeria,Fall Residency,1984,NWAPA,Flora  
Africa,Eastern Africa,Uganda,Fall Residency,1984,OMARE-OKURUT,Augustine 
Asia,Eastern Asia,South Korea,Fall Residency,1984,PARK,Je-Chun
The Americas,Central America,Mexico,Fall Residency,1984,PETTERSSON,Aline  
Europe,Southern Europe,Greece,Fall Residency,1984,RAPTOPOULOS,Vangelis
Europe,Southern Europe,Spain,Fall Residency,1984,RIPOLL,José Ramón 
Asia,Eastern Asia,China,Fall Residency,1984,SHEN,Rong 
Asia,South-central Asia,India,Fall Residency,1984,SHUKLA,Prayag 
Europe,Northern Europe,Iceland,Fall Residency,1984,SIGURDARDOTTIR,Steinunn 
The Americas,South America,Argentina,Fall Residency,1984,SOLA,Marcela   
Europe,Southern Europe,Yugoslavia,Fall Residency,1984,STEFANOVSKI,Goran   
Asia,South-eastern Asia,Philippines,Fall Residency,1984,TORREVILLAS,Rowena 
Asia,Eastern Asia,China,Fall Residency,1984,XU,Chi
Africa,Western Africa,Ghana,Fall Residency,1985,ACQUAH,Kobena Eyi
The Americas,South America,Bolivia,Fall Residency,1985,ANTEZANA,Luis 
Europe,Western Europe,France,Fall Residency,1985,ATLAN,Liliane 
Asia,Western Asia,Israel,Fall Residency,1985,BARTOV,Hanoch 
Asia,Western Asia,Palestinian Territories,Fall Residency,1985,BATRAWI,Muhammad   
Europe,Eastern Europe,Romania,Fall Residency,1985,CASSIAN,Nina 
Europe,Northern Europe,Ireland,Fall Residency,1985,CLIFTON,Harry
Europe,Eastern Europe,Romania,Fall Residency,1985,CRISTEA,Dan 
The Americas,South America,Argentina,Fall Residency,1985,DIACONÚ,Alina   
Europe,Southern Europe,Yugoslavia,Fall Residency,1985,DIMITRIJEVIC,Branko  
The Americas,South America,Colombia,Fall Residency,1985,DUQUE,Alberto López
Africa,Eastern Africa,Uganda,Fall Residency,1985,EJIET,Augustine 
Asia,Eastern Asia,China,Fall Residency,1985,FENG,Jicai
The Americas,South America,Brazil,Fall Residency,1985,FIORANI,Silvio 
The Americas,Central America,Costa Rica,Fall Residency,1985,GALLEGOS,Mia
Asia,Eastern Asia,Japan,Fall Residency,1985,HIRAIDE,Takashi 
Asia,Eastern Asia,Taiwan,Fall Residency,1985,HSIANG,Yang (Chi-Yang Lin)
Europe,Western Europe,Germany,Fall Residency,1985,KNOBLOCH,Heinz
Europe,Northern Europe,Finland,Fall Residency,1985,LUNDBERG,Ulla-Lena  
Asia,South-eastern Asia,Philippines,Fall Residency,1985,MARANAN,Edgardo  
The Americas,Caribbean,Jamaica,Fall Residency,1985,MCNEILL,Roy Anthony  
Europe,Southern Europe,Spain,Fall Residency,1985,MORENO,Luis 
Oceania,Oceania,New Zealand,Fall Residency,1985,MORRISSEY,Michael 
Africa,Western Africa,Nigeria,Fall Residency,1985,OJAIDE,Tanure  
Asia,Western Asia,Turkey,Fall Residency,1985,PAMUK,Orhan 
The Americas,Caribbean,Jamaica,Fall Residency,1985,RECKORD,Michael  
Europe,Eastern Europe,Poland,Fall Residency,1985,REDLINSKI,Edward 
Asia,Western Asia,Israel,Fall Residency,1985,REICH,Asher 
Asia,South-central Asia,India,Fall Residency,1985,SADHU,Arun
Asia,South-eastern Asia,Singapore,Fall Residency,1985,SIPAN,Suraidi Bin 
Asia,Eastern Asia,South Korea,Fall Residency,1985,SOHN,Jang-Soon
Europe,Northern Europe,Sweden,Fall Residency,1985,VERNER-CARLSSON,Jan 
The Americas,Central America,Mexico,Fall Residency,1985,VOLKOW FERNÁNDEZ,Verónica Volkow Fernández 
Africa,Southern Africa,South Africa,Fall Residency,1985,WILLEMSE,Hein   
Asia,South-eastern Asia,Singapore,Fall Residency,1985,WONG,Yoon Wah 
Asia,Eastern Asia,China,Fall Residency,1985,XHANG,Xianliang
Asia,Eastern Asia,Taiwan,Fall Residency,1985,YANG,Ching-Chu
Europe,Southern Europe,Yugoslavia,Fall Residency,1986,ALBAHARI,David  
Europe,Northern Europe,Iceland,Fall Residency,1986,BERGSSON,Guðbergur
The Americas,South America,Brazil,Fall Residency,1986,BERTO,Luiz  
Africa,Middle Africa,Cameroon,Fall Residency,1986,BUTAKE,Bole 
The Americas,Central America,Guatemala,Fall Residency,1986,CARRILLO,Hugo
Asia,Eastern Asia,South Korea,Fall Residency,1986,CHO,Chang-Whan
Asia,South-eastern Asia,Philippines,Fall Residency,1986,CORTES,Fidelito 
The Americas,Caribbean,Jamaica,Fall Residency,1986,DAWES,Kwame S. N. 
Africa,Eastern Africa,Uganda,Fall Residency,1986,ERONE,Barnabas Okiring  
The Americas,Central America,Mexico,Fall Residency,1986,GUZMÁN,Humberto 
Europe,Northern Europe,Finland,Fall Residency,1986,KILPINEN,Inkeri 
Africa,Southern Africa,South Africa,Fall Residency,1986,KOZA,Leonard  
Africa,Western Africa,Nigeria,Fall Residency,1986,OSOFISAN,Babafemi Adeyemi 
Europe,Eastern Europe,Czechoslovakia,Fall Residency,1986,PRIDAL,Antonin 
Asia,South-eastern Asia,Malaysia,Fall Residency,1986,RIDHWAN,Anwar
Asia,South-eastern Asia,Singapore,Fall Residency,1986,SALIKUN,Masuri Bin  
Asia,Western Asia,Israel,Fall Residency,1986,SANDBANK,Shimon 
Europe,Southern Europe,Spain,Fall Residency,1986,SANTONJA,Gonzalo  
Asia,Eastern Asia,China,Fall Residency,1986,SHAO,Yanxiang  
Asia,South-central Asia,India,Fall Residency,1986,SIVASANKARI, 
Asia,Eastern Asia,Taiwan,Fall Residency,1986,WANG,Tuoh
Asia,Eastern Asia,China,Fall Residency,1986,WURE,Ertu
Europe,Eastern Europe,USSR,Fall Residency,1986,ZAKHODER,Boris  
Asia,Eastern Asia,China,Fall Residency,1986,ZHONG,Ah Cheng
Europe,Northern Europe,Finland,Fall Residency,1987,AHTI,Risto 
The Americas,South America,Argentina,Fall Residency,1987,APARICIO,Carlos 
The Americas,Central America,Costa Rica,Fall Residency,1987,ARROYO,Jorge Pérez
Europe,Western Europe,France,Fall Residency,1987,BLOCH,Marc
The Americas,Caribbean,Trinidad,Fall Residency,1987,BROWN,Wayne Vincent  
Asia,South-eastern Asia,Indonesia,Fall Residency,1987,BUDIANTA,Eka
Asia,Eastern Asia,Hong Kong,Fall Residency,1987,CHUNG,Hiu Ieong (Sharon)
Europe,Eastern Europe,Bulgaria,Fall Residency,1987,GALINA - GABROVSKA,Lada (Karanfilova) 
Asia,Eastern Asia,China,Fall Residency,1987,GU,Hua 
The Americas,South America,Colombia,Fall Residency,1987,HOYOS,Juan José 
Asia,Eastern Asia,Taiwan,Fall Residency,1987,HWANG,Fan (Hsia-Chung)
Africa,Western Africa,Nigeria,Fall Residency,1987,IKE,Chukwuemeka  
Europe,Western Europe,Luxembourg,Fall Residency,1987,JORIS,Pierre 
Asia,South-central Asia,India,Fall Residency,1987,KANNAN,Lakshmi
The Americas,South America,Brazil,Fall Residency,1987,KIEFER,Charles 
Asia,South-eastern Asia,Philippines,Fall Residency,1986,LANOT,Marra Pl.  
Asia,South-eastern Asia,Philippines,Fall Residency,1987,LARA,Susan  
The Americas,Central America,Mexico,Fall Residency,1987,LARA,Hernán Zavala
Asia,Eastern Asia,Taiwan,Fall Residency,1987,LI,Ang (Shih Shu Tuan)
Asia,South-eastern Asia,Philippines,Fall Residency,1987,MABANGLO,Ruth Elynia  
Africa,Middle Africa,Cameroon,Fall Residency,1987,MUSINGA,Victor Elame
Asia,Eastern Asia,South Korea,Fall Residency,1987,OH,Sae-Young
Africa,Eastern Africa,Uganda,Fall Residency,1987,P'CHONG,Cliff Lubwa 
Africa,Eastern Africa,Zambia,Fall Residency,1987,PHIRI,Wizas  
Europe,Eastern Europe,USSR,Fall Residency,1987,RADZINSKIY,Edward 
The Americas,South America,Paraguay,Fall Residency,1987,RODRÍGUEZ,Guido Alcalá 
Europe,Eastern Europe,Czechoslovakia,Fall Residency,1987,SRUT,Pavel
Asia,Western Asia,Israel,Fall Residency,1987,TSALKA,Dan 
Asia,Eastern Asia,China,Fall Residency,1987,WANG,Zengqi
The Americas,South America,Brazil,Fall Residency,1988,AMADO,Roberto  
Asia,South-central Asia,India,Fall Residency,1988,AWACHAT,Anil Tryambak
Asia,Eastern Asia,China,Fall Residency,1988,BAI,Hua
Asia,Eastern Asia,China,Fall Residency,1988,BEI,Dao
Africa,Western Africa,Sierra Leone,Fall Residency,1988,CHENEY-COKER,Syl 
Asia,Eastern Asia,Taiwan,Fall Residency,1988,CHI,Chi (Juey-Yeh Lee)
Europe,Southern Europe,Yugoslavia,Fall Residency,1988,DRAKULIC,Slavenka  
The Americas,South America,Argentina,Fall Residency,1988,GORODISCHER,Angelique
Europe,Western Europe,Luxembourg,Fall Residency,1988,HAUSEMER,Georges 
Asia,Eastern Asia,Taiwan,Fall Residency,1988,HSIAO,Sa (Ching-Yu Hsiao)
Asia,South-eastern Asia,Singapore,Fall Residency,1988,KANNAPIRAN,Rama  
Asia,South-central Asia,Pakistan,Fall Residency,1988,KHWAJA,Waqas Ahmad   
Africa,Northern Africa,Sudan,Fall Residency,1988,LO LIYONG,Taban
Africa,Northern Africa,Algeria,Fall Residency,1988,MAGANI,Mohamed  
Asia,South-eastern Asia,Indonesia,Fall Residency,1988,MOENIR,Darman 
Europe,Eastern Europe,Poland,Fall Residency,1988,MUSIAL,Grzegorz
Europe,Western Europe,France,Fall Residency,1988,NIMIER,Marie
Asia,Western Asia,Israel,Fall Residency,1988,NITZAN,Shlomo
Africa,Western Africa,Nigeria,Fall Residency,1988,OSUNDARE,Niyi  
Asia,South-eastern Asia,Philippines,Fall Residency,1988,QUEAÑO,Nonilon  
The Americas,South America,Colombia,Fall Residency,1988,ROMÁN,Celso Campos
Europe,Northern Europe,Finland,Fall Residency,1988,SARIOLA,Esa
Asia,South-eastern Asia,Thailand,Fall Residency,1988,SAWADSRI,Suchart 
Europe,Northern Europe,Sweden,Fall Residency,1988,SEM-SANDBERG,Steve 
Asia,Eastern Asia,South Korea,Fall Residency,1988,SHIN,Tong-Choon
Europe,Eastern Europe,Bulgaria,Fall Residency,1988,SHUMNALIEV,Dimitur
Europe,Northern Europe,Iceland,Fall Residency,1988,SIGURDSSON,Birgir 
Europe,Southern Europe,Spain,Fall Residency,1988,SOREL,Andres 
Europe,Eastern Europe,Hungary,Fall Residency,1988,TAKÁCS,Zsuzsa
Europe,Eastern Europe,Hungary,Fall Residency,1988,TEMESI,Ferenc 
Europe,Eastern Europe,USSR,Fall Residency,1988,TKACHENKO,Alexander  
The Americas,Central America,Guatemala,Fall Residency,1988,VALENZUELA,Felipe
Europe,Eastern Europe,Czechoslovakia,Fall Residency,1988,VEIS,Jaroslav
Europe,Eastern Europe,Romania,Fall Residency,1989,AGOPIAN,Stefan  
Asia,Eastern Asia,South Korea,Fall Residency,1989,BOM,Dae-Soon  
Europe,Eastern Europe,Poland,Fall Residency,1989,BORUN-JAGODZINSKA,Katarzyna 
The Americas,Caribbean,Jamaica,Fall Residency,1989,CRAIG,Christine  
Europe,Western Europe,Luxembourg,Fall Residency,1989,HELMINGER,Nico 
Europe,Eastern Europe,Hungary,Fall Residency,1989,HERNÁDI,Miklós
Europe,Eastern Europe,Romania,Fall Residency,1989,HOBANA,Ion
Africa,Eastern Africa,Kenya,Fall Residency,1989,IMBUGA,Francis 
Asia,South-central Asia,Iran,Fall Residency,1989,KHO'I,Esmail 
Europe,Northern Europe,Finland,Fall Residency,1989,KYTOHONKA,Arto 
Asia,South-eastern Asia,Philippines,Fall Residency,1989,LANDICHO,Domingo  
Asia,South-central Asia,India,Fall Residency,1989,MAHADEV,Devanur
Asia,Eastern Asia,Japan,Fall Residency,1989,MATSUURA,Hisaki 
Asia,Western Asia,Israel,Fall Residency,1989,MILOSLAVSKY,Yuri
Asia,South-central Asia,India,Fall Residency,1989,REDDY,P. Bayapa
The Americas,North America,Canada,Fall Residency,1989,VASSANJI,Moyez   
Europe,Eastern Europe,USSR,Fall Residency,1989,VEGHIN,Pyotr  
